SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
alat  SiC                                          [A]            4.3791          4.3658          4.3518          4.3512          4.3549          4.3488          4.3528          4.3505          4.3564          4.3470
alat  Si                                           [A]            5.4688          5.4534          5.4289          5.4273          5.4397          5.4222          5.4349          5.4298          5.4382          5.4210
alat  Sn                                           [A]            6.6537          6.6133          6.5307          6.5581          6.5649          6.5377          6.5480          6.5316          6.5486          6.4740
alat  Sr                                           [A]            6.0235          5.9843          6.0384          6.0814          6.0989          6.0571          6.0532          6.0454          6.0787          6.0400
alat  Ta                                           [A]            3.3078          3.2725          3.2685          3.2702          3.2897          3.2672          3.2759          3.2727          3.2777          3.2990
alat  TiC                                          [A]            4.3370          4.3089          4.3192          4.3257          4.3339          4.3222          4.3223          4.3195          4.3247          4.3180
alat  TiN                                          [A]            4.2559          4.2239          4.2318          4.2404          4.2462          4.2371          4.2374          4.2354          4.2390          4.2280
alat  VC                                           [A]            4.1550          4.1297          4.1304          4.1369          4.1486          4.1328          4.1339          4.1296          4.1356          4.1490
alat  VN                                           [A]            4.1196          4.0906          4.0933          4.1011          4.1104          4.0971          4.0974          4.0936          4.0980          4.1220
alat  V                                            [A]            2.9781          2.9381          2.9499          2.9531          2.9652          2.9491          2.9551          2.9516          2.9571          3.0230
alat  W                                            [A]            3.1716          3.1466          3.1395          3.1388          3.1562          3.1368          3.1450          3.1430          3.1462          3.1600
alat  ZnS                                          [A]            5.4481          5.3854          5.3816          5.3738          5.3890          5.3608          5.3775          5.3686          5.3842          5.3920
alat  ZnSe                                         [A]            5.7398          5.6643          5.6478          5.6488          5.6670          5.6343          5.6463          5.6362          5.6515          5.6610
alat  ZnTe                                         [A]            6.1832          6.1080          6.0650          6.0829          6.1142          6.0649          6.0595          6.0448          6.0705          6.0900
alat  ZrC                                          [A]            4.7107          4.6812          4.6977          4.7060          4.7132          4.7016          4.7001          4.6964          4.7010          4.6870
alat  ZrN                                          [A]            4.5971          4.5642          4.5765          4.5827          4.5885          4.5777          4.5820          4.5775          4.5819          4.5750
Ecoh  Ag                                           [eV]          -2.5203         -3.0099         -3.1095         -2.8862         -2.8805         -3.0827         -3.2374         -3.4019         -3.2967         -2.9700
Ecoh  AlAs                                         [eV]          -3.6877         -3.8818         -3.8600         -3.8958         -3.8628         -3.9972         -3.8306         -3.9146         -3.8442         -3.8200
Ecoh  AlP                                          [eV]          -4.0889         -4.2626         -4.2232         -4.2661         -4.2453         -4.3631         -4.1219         -4.2020         -4.1433         -4.3100
Ecoh  AlSb                                         [eV]          -3.2364         -3.4320         -3.4172         -3.4225         -3.3321         -3.5331         -3.4274         -3.5194         -3.4512         -3.3400
Ecoh  Al                                           [eV]          -3.4312         -3.5962         -3.4290         -3.6010         -3.6015         -3.7063         -3.3541         -3.4410         -3.4381         -3.4200
Ecoh  Au                                           [eV]          -3.0365         -3.6927         -3.8141         -3.5565         -3.4201         -3.7878         -3.9511         -4.1442         -4.0061         -3.8300
Ecoh  BAs                                          [eV]          -4.6253         -4.8128         -4.7238         -4.7077         -4.6262         -4.8140         -4.7574         -4.8461         -4.7668         -4.7800
Ecoh  BN                                           [eV]          -6.9354         -7.0726         -6.8543         -6.8367         -6.7872         -6.9243         -6.8604         -6.9332         -6.8528         -6.7600
Ecoh  BP                                           [eV]          -5.2914         -5.4657         -5.3356         -5.3298         -5.2801         -5.4311         -5.2819         -5.3662         -5.2972         -5.1400
Ecoh  Ba                                           [eV]          -1.8774         -1.9944         -2.0951         -2.0089         -1.9888         -2.1343         -1.9743         -2.0886         -2.0511         -1.9100
Ecoh  C                                            [eV]          -7.7140         -7.8221         -7.5061         -7.5070         -7.4671         -7.5999         -7.3968         -7.4744         -7.4583         -7.5500
Ecoh  Ca                                           [eV]          -1.9134         -2.0652         -1.8818         -1.9835         -1.9872         -2.0769         -1.7173         -1.7980         -1.8077         -1.8600
Ecoh  CdS                                          [eV]          -2.5300         -2.7777         -2.7116         -2.7226         -2.7638         -2.8355         -2.7165         -2.8103         -2.7653         -2.8200
Ecoh  CdSe                                         [eV]          -2.3001         -2.5546         -2.5129         -2.4970         -2.5445         -2.6132         -2.5234         -2.6207         -2.5538         -2.4800
Ecoh  CdTe                                         [eV]          -2.0374         -2.2912         -2.2995         -2.2180         -2.2272         -2.3440         -2.3125         -2.4189         -2.3473         -2.2500
Ecoh  Cu                                           [eV]          -3.4857         -3.9949         -4.1192         -3.8877         -3.8603         -4.0429         -4.2294         -4.3585         -4.2600         -3.5200
Ecoh  Fe                                           [eV]          -4.8788         -5.1919         -4.7447         -4.5862         -4.6480         -4.7577         -4.7372         -4.8810         -4.9200         -4.3200
Ecoh  GaAs                                         [eV]          -3.1556         -3.3700         -3.3871         -3.3693         -3.3234         -3.4791         -3.3911         -3.4822         -3.3909         -3.3400
Ecoh  GaN                                          [eV]          -4.3808         -4.5456         -4.4795         -4.4629         -4.4614         -4.5597         -4.4503         -4.5302         -4.4578         -4.5600
